date,username,text
2/9/2023 22:06,Amb. Aden H. Abdillahi,"Unfortunately, because of the #earthquakeTurkey, 14.351 people has lost their lives and 63.794 people are still injured. Also, rescue teams consisting of 115.688 people continue to work in the fields tirelessly #PrayForTurkey"
2/9/2023 22:07,Lella,we share all messages!🙏🙏#Malatya #earthquaketurkey @AFADBaskanlik @ahbap https://t.co/ayBw6NfEFr
2/9/2023 22:13,Charli Carpenter,"If you are looking for a local Turkish organization to whom to channel #earthquaketurkey relief donations, my former doctoral student and colleague @SirinDuygulu recommends @ahbap"
2/9/2023 22:25,Sisyphus Idaho,A rare view from Greece that I wish I could enjoy after listening to the harrowing report on @NPR about the suffering in neighboring Turkey and how aid is being rationed to Turks first with Syrian women and children turned away. #earthquaketurkey… https://t.co/89fGX98PEx
2/9/2023 22:25,WSSA,Our thoughts go out to all of the people coping with the terrible tragedy in #Turkey and #Syria. All of us @WssaInc send our love and support. #earthquake #earthquaketurkey #earthquakesyriahttps://t.co/usfpkEHrcC
2/9/2023 22:27,Europa News,"Earthquake deaths surpass 19,000 as survivors struggle to stay warm, fed #TurkeySyriaEarthquake #Elbistan #antakya… https://t.co/wEdPZD8NBQ"
2/9/2023 23:20,⬅️ Marcos Komodromos®️,#TurkeyQuake #Turkey #earthquaketurkey -- Humanitarian aid from the Republic of #Cyprus  was rejected by Turkey. https://t.co/avOyyVFwH8
2/9/2023 23:24,Emre Turkut,"If you are looking for a local Turkish NGO to channel your #earthquaketurkey donations, @ahbap is a reliable and trusted organisation on the ground spearheading civil rescue & relief efforts. Please consider donating to them."
2/9/2023 23:27,Ann-Marie Brown PhD-ACPNP,Sending all the love and strength to you @nagehanaslannn and team. #PedsICU #earthquaketurkey https://t.co/gPr13YTpYN
2/9/2023 23:52,Onyeachom Stephen Okechukwu (DJ Blackk Beat),Baby saved by rescue team 🇹🇷 #earthquakeinturkey #earthquaketurkey #earthquaketurkey #TurkeyQuake… https://t.co/rqijL2Jv7n
2/10/2023 1:01,RuptlyNews,Rescuers pull 10-year-old child from rubble 65 hours after earthquake in Turkey's Hatay #Hatay #Turkey #TurkeyEarthquake… https://t.co/w2pp9967UQ
2/10/2023 2:51,Pakistan Times Today,"Turkish quake survivors face big freeze in cars, tents https://t.co/b8rtS2mm2G #pakistantimestoday #freeze #car… https://t.co/PctnBGTiAM"
2/10/2023 3:05,JournoTurk,"2- As of February 9, 2023 at 20.50, 17134 people lost their lives and 70347 people were injured.

#Turkey #TurkeyQuake"
2/10/2023 3:18,Agenda-Free TV,Turkey Earthquake LIVE Updates - Breaking News Coverage  #Turkey #TurkeyEarthquake https://t.co/cy0KEDuEXC
2/10/2023 3:36,UAE Forsan,"UAE Aid Planes Airlift Relief Supplies to Quake-Affected Peoples in Syria, Turkiye
#UAE #UAEAid #Syria #Turkiye… https://t.co/BsGNWNcMj9"
2/10/2023 4:27,Dragos Ion,Earthquake relief donations for Turkey and Syria Today (Friday) last day https://t.co/i77sKMutQV… https://t.co/3Nroxa97sv
2/10/2023 6:09,ANI Digital,"US announces USD 85 mn humanitarian aid for earthquake-hit Turkey, Syria

Read @ANI Story | https://t.co/hiPJwrnBfi… https://t.co/A8ShvyXz35"
2/10/2023 13:10,Gujarat Tak,"6-Year-Old Girl Rescued From Rubble By Indian Team In Turkey |Gujarat Tak 

#turkey #TurkeyEarthquake… https://t.co/OKpMpU90dB"
2/10/2023 13:32,Demiroren News Agency English,"#UPDATE: The number of people who lost their lives in the #earthquake increased to 18,342. The number of people who were #injured increased to 74,242. #Turkey  #TurkeyEarthquake  #earthquakeinturkey... https://t.co/j5cDGnGDLH"
2/10/2023 13:39,🇵🇰Frankly Speaking,"If you have capacity as a govt to donate to #TurkeySyriaEarthquake please do,  else keep silent. Why don't super rich Politicians donate on their own? Forcing educational institutions to raise funds will have chain effects. #TurkeyEarthquake https://t.co/DBDIqzwuPc"
2/10/2023 15:45,10LOL,"A cat is rescued from the rubble by rescuers!

🙏Sometimes miracles happen!🙏

#earthquake #Syria #Turkey… https://t.co/Hji6dFkfoD"
2/10/2023 16:47,Wasi,"Can you share some photographs worth of 10 likes.
😭😭😭😭😭

#TurkeySyriaEarthquake #TurkeyEarthquake #Turkey https://t.co/zcY5guT3Tj"
2/10/2023 19:59,Pitch Black Process,Dear friends and followers all around the world; our country is facing a huge disaster caused by not one but two earthquakes (7.8 and 7.6) hit in a single day which are among the biggest and deadliest ones in the world since the 1950s.  #turkeyearthquake #disaster… https://t.co/D9Wz37yTfQ
2/10/2023 21:23,ਪੀਟੀਸੀ ਨਿਊਜ਼ | PTC News,"'Get Well Soon Turkey,' written on electric boards of Istanbul airport 

#Turkeyearthquake #Istanbulairport… https://t.co/BfSTKUihKF"
2/10/2023 21:34,Mos,Jamaat prayer in the mosque of Turkey during the earthquake #fyp #7pm #turkey #TurkeyEarthquake… https://t.co/Bwz1FoRWOk
2/10/2023 21:44,Kamran Ashraf Bhat,"#EarthquakeTurkey: Faizan Qureshi interviews Kamran Ashraf Bhat, Media and Cinema Researcher at @Bahcesehir, Istanbul. In this detailed interview,the current situation and rescue operation carried out in the devastated area of #Turkey was discussed. Full👇 https://youtu.be/V0DGZ2BPnd4"
2/10/2023 21:52,NDTV Videos,#TurkeyEarthquake | Shortage of food and basic amenities post-earthquake NDTV's Tanushree Pandey reports from ground zero at Kahramanmaras… https://t.co/2anBFn76Lr
2/10/2023 21:53,یوتھ ونگ الغالبون پاکستان آفیشل,"𝙒𝙚 𝙚𝙭𝙩𝙚𝙣𝙙 𝙤𝙪𝙧 𝙝𝙚𝙖𝙧𝙩𝙛𝙚𝙡𝙩 𝙘𝙤𝙣𝙙𝙤𝙡𝙚𝙣𝙘𝙚𝙨 𝙤𝙫𝙚𝙧 𝙩𝙝𝙚 𝙩𝙧𝙖𝙜𝙞𝙘 𝙡𝙤𝙨𝙨 𝙤𝙛 𝙩𝙝𝙚 𝙋𝙚𝙤𝙥𝙡𝙚 𝙤𝙛 𝙏𝙪𝙧𝙠𝙞𝙖 &amp; 𝙎𝙮𝙧𝙞𝙖.

#TurkeySyriaEarthquake… https://t.co/AaQup697vn"
2/11/2023 0:26,Haluk,Thank you world. 🫂🙏🌍 #earthquaketurkey https://t.co/PTMJ6mdN3t
2/11/2023 1:19,MATCH🔥,Match stands with Turkey in this time of crisis🇹🇷. Our hearts go out to those affected by the recent earthquake. Let's support the heroic efforts of responders and make a difference.  Donate now at 👇 https://binance.charity/projects/42/Emergency-Earthquake-Appeal #TurkeyEarthquake #MatchChain #SupportTurkey... https://t.co/LJNuJszsfs
2/11/2023 1:24,TWReality,⚡🔴Born to live! Miracle Rescue: 2-Year-Old Found Alive Under Rubble in Turkey⚡🔴#TurkeyEarthquake  https://t.co/vkscpY8H6q via @YouTube
2/11/2023 1:48,Earthquakes Today,"A picture of the Earth showing you all the earthquakes that occurred today.
#earthquaketurkey 
#earthquakes… https://t.co/1h6pULbeem"
2/11/2023 1:59,Bengü Şanlı,"HELP TURKEY In the earthquake disaster that occurred in Turkey, we URGENTLY lack tent support for our country.  Please support Turkey with TENTS… https://t.co/BPIxlqpQah HELP TURKEY"
2/11/2023 2:08,bee | tarlos 🎗,thank you rafael this means a lot 😭😭😭💜 #TurkeyQuake #türkiye #deprem https://t.co/8c0ZnBE0ws
2/11/2023 2:46,Sheikh Shaban Shafique,"Pray For Turkiye, Syria &amp; Lebanon 😥💔 #earthquake #earthquaketurkey https://t.co/OBBmbeX2In"
2/11/2023 5:15,Aami Shaw,Chinese Rescue dog team is in Turkey to rescue. #TurkeySyriaEarthquake #TurkeyQuake #TurkeySyria https://t.co/qKABAvvo3l
2/11/2023 6:05,World Source News 24/7,🚨#BREAKING: A pregnant woman trapped under the rubble was rescued after 115 hours in the Nurdağı district of #Turkey's southern Gaziantep province… https://t.co/31h0YKipzD
2/11/2023 12:01,DAINIK NATIONAL NEWS DIGITAL MEDIA,"#OperationDost

Care, Compassion, Humanity....

#IndianArmy 
#Türkiye
#TurkeyQuake
@NATIONALNEWSDM https://t.co/9aTZB05N0U"
2/11/2023 12:59,Hashtag Elyoum هاشتاج اليوم بودكاست,Turkey stops the contractor of a building that collapsed due to the earthquake while trying to travel #Turkey #earthquaketurkey… https://t.co/eeoCy7Nf00
2/11/2023 14:24,Um E,#earthquaketurkey still after shocked really need #prayer too https://t.co/LgU3fNWbDx
2/11/2023 15:27,Ayesha Foundation |Turkey🇹🇷,The magnitude of the disaster is beyond imagination in the Southeast part of Turkey. We sent today dog & cat food as our 1st help for the animals in need. We’ll see what else we can do in upcoming days… #TurkeyEarthquake… https://t.co/e6aQQVVSvq
2/11/2023 15:33,"इस्लाम दर्शन केंद्र, भोपाल","Allah test those whom he loves the most...

#TurkeySyriaEarthquake #TurkeyEarthquake #TurkeySyriaEarthquake2023… https://t.co/OmD6ELxcWr"
2/11/2023 15:49,Pakistan Weather Portal (PWP),A lot of back n forth of relief goods!  Perhaps it would have been better just to help your own citizens...just saying. #TurkeyEarthquake #PakistanFloods #Pakistan #Turkeya… https://t.co/o2zl7XZyY8
2/11/2023 15:51,IPE Club,"Death toll from tragic earthquakes in Turkiye surpassed 20,000 #earthquakeinturkey #TurkeyEarthquake 

https://t.co/bMxYHY1z3f"
2/11/2023 15:52,seokjin fridge,"this is a safe app to donate quake-hit areas drinking water, instant and canned food, baby diapers and feminine hygiene products which are especially reported to be needed #TurkeyEarthquake 👇 whatever you can pitch in will do so much good… https://t.co/FcsIQByKFy"
2/11/2023 15:57,Parliament of Georgia,Humanitarian supplies sent to the Embassy of Turkey in Georgia. Parliament of Georgia continues to support the earthquake victims. We stand with Turkey. 🇬🇪🇹🇷 #PrayForTurkey #TurkeyEarthquake… https://t.co/KVW60aBJBM
2/11/2023 17:26,world wide news channel,#turkey #earthquaketurkey #dog #cat #lost #wwnc Dog and cat lost their owners in the earthquake in Turkey But they found each other. Now they are inseparable.
2/11/2023 17:39,DellyRanks,"No info yet about any Indian trapped in earthquake-hit Turkey, says envoy #Earthquake #earthquaketoday #syriaearthquake #turkeyearthquake… https://t.co/5mfzcj27Jo"
2/11/2023 18:21,Impaac Foundation,We are seeking your help to save lives of those impacted by the earthquake in Turkey and Syria.🤝 Donate now by visi… https://t.co/nP68RNzG3v
2/11/2023 18:30,Cumali,"Citizen caught in his car in the second earthquake in Turkey
#earthquaketurkey #hatay #breaking https://t.co/uunUGugt7x"
2/11/2023 18:48,Berly Heels,"İt was scary to go through that, trying to pass some time. #earthquake #TurkeyEarthquake https://t.co/SxaCrRgBgc"
2/11/2023 19:05,Indian Aerospace Defence News - IADN,"Brave daughters of two nations 🇮🇳 🇹🇷 Nasreen, a 13 year young 🇹🇷 came out from debris after 72 hours having lost 3 members of her family posing with her doctor Maj. Beena Tiwari, Indian Army's 🇮🇳 60 Para Field Hospital, Iskenderun, #Turkey. #turkeyearthquake #IndianArmy #IADN"
2/11/2023 19:09,Nabeel Sharif,My heart goes out to the people of Turkey after the devastating earthquake. I stand with the Turkish nation in this difficult time and pray for the quick recovery of those affected. The people of Pakistan are with you. #TurkeyEarthquake #PrayForTurkeyAndSyria… https://t.co/ZrzTz3Pkiy
2/11/2023 19:09,GNRF,🤝Help the Needy People Of Turkiye *🤝 For Online Donation Visit : https://t.co/5gjSCbOxDj GNRF (Garib Nawaz Relief… https://t.co/y8OLoowKkn
2/11/2023 19:28,iPin Pakistan,"Pakistani Government Dispatches Another Shipment of Relief Goods to Turkey 
#earthquake #earthquaketurkey… https://t.co/BtYhQAaN7l"
2/11/2023 19:28,Hep Destek,"Donate To Turkey!

#earthquaketurkey #deprem #depremzede #destek #support #relief #donation #donate… https://t.co/HwMWYFxP2S"
2/11/2023 19:30,Al-Estiklal English,Everton Football Club and Liverpool Football Club are to come together to support the victims of the devastating earthquakes in Turkey and Syria. #earthquaketurkey… https://t.co/5WkXuGZ1kE
2/11/2023 20:25,CalNews.com,The US/EU elites will always promise to have your back. They never do. https://t.co/aTdvL2g0fG #earthquaketurkey #Syria_earthquake
2/11/2023 20:42,Fact Explorer ™🔎,"09.02.23
👉👉Many nations direct search and rescue teams to Turkey🇹🇷
🔴 🇦🇿🇮🇱🇫🇷🇮🇳 
#TurkeyEarthquake 
👉Source:- Spokesp… https://t.co/aBPfjAX62e"
2/11/2023 20:44,Huseyin Bicerℹ️,Miracle baby pulled out of rubbles on the 6th day of rescue operations in Turkey after 7.8 7.6 twin earthquakes hit the country #TurkeyEarthquake… https://t.co/XzqUlDk0AA
2/11/2023 21:43,Intermarium 24,🇹🇷 Ukrainian President Volodymyr Zelensky visited the Embassy of the Republic of Turkey in Ukraine and paid tribute to the victims of the earthquake in Turkey. #Ukraine️ #Ukrainian #Zelensky #Zelenskyy #Turkey #TurkeyEarthquake #turkeyearthquake2023 #Turkish #earthquaketurkey… https://t.co/YScAOaBzBh
2/11/2023 21:48,CAIR (Pump/Dump),Let's all help together for the people who were in a difficult situation in the earthquake in #TurkeyQuake and #Syria_earthquake. You can send your aids in Crypto. The link below has all the necessary information. @tradingview @binance #BTC #ETH… https://t.co/DepYpqjp2c
2/11/2023 22:13,Sakshi Post,"Indian national, who went missing after a massive #earthquake in #TurkeyEarthquake found dead under the rubble #Malatya #sakshipostupdates #HotelAvsar #Syria… https://t.co/o7uRpLsrsR"
2/11/2023 22:19,Mohiuddin Media Club,"Heartfelt condolences and prayers for families of victims .

#PrayForTurkey #TurkeyEarthquake #earthquakeinturkey… https://t.co/3SBj7MrXai"
2/11/2023 22:29,Transcontinental Times,"Turkey-Syria earthquake death toll reaches 23,700 

#Turkey #Syria #earthquake #TurkeyEarthquake #syriaearthquake 

https://t.co/CGe0ms8Z9h"
2/11/2023 22:33,Arjen,"They were almost dying during the rescue efforts, thank goodness they are good, they are heroes.  🙏
#DonateToTurkey… https://t.co/PFM6OGzwel"
2/11/2023 22:49,Questionsinlife,"#turkeyearthquake 💔 “I’m sorry, I’m sorry! Please forgive me” “What fault is it of yours brother” “I tried to save all three”… https://t.co/AkHqSAwCKD"
2/11/2023 23:05,Prof_Sohail,"Latest #TurkeyEarthquake. The death toll in #TurkeyQuake  and #Syria  from this week’s earthquake has passed 25,000, according to data from both countries. Video. @OneAahad… https://t.co/3zPPmCrWrC"
2/11/2023 23:06,abcd,@Jayecane Donate for #TurkeyEarthquake
2/11/2023 23:19,MD Asharia Anna,"Earthquake rescues slow in Turkey, hopes of finding people alive fade

#TurkeyEarthquake #earthquake https://t.co/s5YQ7i8UFe"
2/12/2023 0:00,Entrepreneurial Gossips,An anonymous businessman from Pakistan donated $30M for the earthquake victims of Turkey and Syria.… https://t.co/jIRnrQmD1Q
2/12/2023 0:17,Noble News Network,"7.8 Magnitude Earthquake Rocks Turkey &amp; Syria Killing At Least 25,000. https://t.co/GVlSbvccyh #Trending… https://t.co/m8B2yrkwdq"
2/12/2023 0:22,Report1BharatEnglish,#TurkeyEarthquake | C-17 Globemaster aircraft of Indian Air Force left for Turkey-Syria with relief material. https://t.co/YgZPVdbuB8
2/12/2023 0:25,North American Humanitarian Aid and Relief (NAHAR),"NAHAR Volunteers are on the ground in Turkey and distributing emergency food, water, and medicine. Please donate generously- https://bit.ly/3Y8Wp4C #naharrelief #turkeyearthquake #UrgentAppeal… https://t.co/LZwGr0DKeg"
2/12/2023 0:28,Md Annu,"#Turkey: This child survive (5 days) 120 hours without being breastfed!! 

#turkey #TurkeyEarthquake #Turkey… https://t.co/f0NUViGhxY"
2/12/2023 1:19,Bruno Champion,"""#earthquaketurkey Turkey has a lof of money. Erdogan must help his own people"""
2/12/2023 2:21,Radar🚨,"BREAKING‼️ 2-month-old infant was rescued alive in Turkey after 3 days buried in rubble.  

#turkey… https://t.co/NJ2qC8JbsR"
2/12/2023 3:01,Hammad Ali,"""turkey earthquake 2023""
#TurkeyEarthquake,#EarthquakeInTurkey,#PrayForTurkey,#TurkeyQuake,#TurkeyTremor,… https://t.co/FdkjdLNEnW"
2/12/2023 3:09,Kamilia Zainer MZf,@MaherZain in #ADIYAMAN #Turkey for the Emergency Appeal ! May Allah bless him and accept from him 🤍… https://t.co/NYN70E9VN2
2/12/2023 3:26,Roman Trokhymets,"Turkish people, stay strong! #TurkeyEarthquake #depremzede #deprem #ukrayna https://t.co/wyVqZuZ928"
2/12/2023 4:15,Harry Fox,"About drone: China use it to save people's life, west countries use it to kill people… https://t.co/Ft7ohD2Y1H"
2/12/2023 4:23,Mehmet Keskin,"please someone explain this miracle, how this kid managed to survive 130 hours without water, food and cold weather #PrayForTurkey #earthquaketurkey #deprem #tuerkiye #Donateturkey… https://t.co/510ailhGPM"
2/12/2023 5:27,PriorityWorldwide,"Ministry of Trade, Directorate General for Customs Turkey has confined that goods sent by foreign nations for use in affected areas of EQ are exempted from customs duties provided sent to gov institutions , public interest organizations or tax exempt orgs #Turkeyearthquake"
