text,label,case folding,tokenizing,filtering,stemmed
video allah help us mani brother know famili see heartbreak account ummah welfar trust staff insid mani women children remain unaccount,neutral,video allah help us mani brother know famili see heartbreak account ummah welfar trust staff insid mani women children remain unaccount,"['video', 'allah', 'help', 'us', 'mani', 'brother', 'know', 'famili', 'see', 'heartbreak', 'account', 'ummah', 'welfar', 'trust', 'staff', 'insid', 'mani', 'women', 'children', 'remain', 'unaccount']","['video', 'allah', 'help', 'us', 'mani', 'brother', 'know', 'famili', 'see', 'heartbreak', 'account', 'ummah', 'welfar', 'trust', 'staff', 'insid', 'mani', 'women', 'children', 'remain', 'unaccount']","['video', 'allah', 'help', 'us', 'mani', 'brother', 'know', 'famili', 'see', 'heartbreak', 'account', 'ummah', 'welfar', 'trust', 'staff', 'insid', 'mani', 'women', 'children', 'remain', 'unaccount']"
23 million peopl could affect massiv earthquak kill thousand turkey syria world health organ warn tuesday,positif,23 million peopl could affect massiv earthquak kill thousand turkey syria world health organ warn tuesday,"['23', 'million', 'peopl', 'could', 'affect', 'massiv', 'earthquak', 'kill', 'thousand', 'turkey', 'syria', 'world', 'health', 'organ', 'warn', 'tuesday']","['23', 'million', 'peopl', 'could', 'affect', 'massiv', 'earthquak', 'kill', 'thousand', 'turkey', 'syria', 'world', 'health', 'organ', 'warn', 'tuesday']","['23', 'million', 'peopl', 'could', 'affect', 'massiv', 'earthquak', 'kill', 'thousand', 'turkey', 'syria', 'world', 'health', 'organ', 'warn', 'tuesday']"
anoth 7 5 magnitud earthquak turkey prayer brother sister allah protect us,positif,anoth 7 5 magnitud earthquak turkey prayer brother sister allah protect us,"['anoth', '7', '5', 'magnitud', 'earthquak', 'turkey', 'prayer', 'brother', 'sister', 'allah', 'protect', 'us']","['anoth', '7', '5', 'magnitud', 'earthquak', 'turkey', 'prayer', 'brother', 'sister', 'allah', 'protect', 'us']","['anoth', '7', '5', 'magnitud', 'earthquak', 'turkey', 'prayer', 'brother', 'sister', 'allah', 'protect', 'us']"
7 7 magnitud earthquak pazarc k district kahramanmara 7 6 magnitud elbistan district team continu work uninterruptedli,neutral,7 7 magnitud earthquak pazarc k district kahramanmara 7 6 magnitud elbistan district team continu work uninterruptedli,"['7', '7', 'magnitud', 'earthquak', 'pazarc', 'k', 'district', 'kahramanmara', '7', '6', 'magnitud', 'elbistan', 'district', 'team', 'continu', 'work', 'uninterruptedli']","['7', '7', 'magnitud', 'earthquak', 'pazarc', 'k', 'district', 'kahramanmara', '7', '6', 'magnitud', 'elbistan', 'district', 'team', 'continu', 'work', 'uninterruptedli']","['7', '7', 'magnitud', 'earthquak', 'pazarc', 'k', 'district', 'kahramanmara', '7', '6', 'magnitud', 'elbistan', 'district', 'team', 'continu', 'work', 'uninterruptedli']"
oh god pleas kind yet anoth earthquak strike,positif,oh god pleas kind yet anoth earthquak strike,"['oh', 'god', 'pleas', 'kind', 'yet', 'anoth', 'earthquak', 'strike']","['oh', 'god', 'pleas', 'kind', 'yet', 'anoth', 'earthquak', 'strike']","['oh', 'god', 'plea', 'kind', 'yet', 'anoth', 'earthquak', 'strike']"
watch rescu team seen rejoic rescu children aliv,positif,watch rescu team seen rejoic rescu children aliv,"['watch', 'rescu', 'team', 'seen', 'rejoic', 'rescu', 'children', 'aliv']","['watch', 'rescu', 'team', 'seen', 'rejoic', 'rescu', 'children', 'aliv']","['watch', 'rescu', 'team', 'seen', 'rejoic', 'rescu', 'children', 'aliv']"
help hand affect earthquak ravag turkey offer medic aid essenti suppli stand unit turkish peopl,positif,help hand affect earthquak ravag turkey offer medic aid essenti suppli stand unit turkish peopl,"['help', 'hand', 'affect', 'earthquak', 'ravag', 'turkey', 'offer', 'medic', 'aid', 'essenti', 'suppli', 'stand', 'unit', 'turkish', 'peopl']","['help', 'hand', 'affect', 'earthquak', 'ravag', 'turkey', 'offer', 'medic', 'aid', 'essenti', 'suppli', 'stand', 'unit', 'turkish', 'peopl']","['help', 'hand', 'affect', 'earthquak', 'ravag', 'turkey', 'offer', 'medic', 'aid', 'essenti', 'suppli', 'stand', 'unit', 'turkish', 'peopl']"
updat devast earthquak turkey,neutral,updat devast earthquak turkey,"['updat', 'devast', 'earthquak', 'turkey']","['updat', 'devast', 'earthquak', 'turkey']","['updat', 'devast', 'earthquak', 'turkey']"
met wonder peopl today worst circumst stori hope loss sadli,negatif,met wonder peopl today worst circumst stori hope loss sadli,"['met', 'wonder', 'peopl', 'today', 'worst', 'circumst', 'stori', 'hope', 'loss', 'sadli']","['met', 'wonder', 'peopl', 'today', 'worst', 'circumst', 'stori', 'hope', 'loss', 'sadli']","['met', 'wonder', 'peopl', 'today', 'worst', 'circumst', 'stori', 'hope', 'loss', 'sadli']"
peopl pakistan express deepest condol sympathi peopl republ turkiy calam,neutral,peopl pakistan express deepest condol sympathi peopl republ turkiy calam,"['peopl', 'pakistan', 'express', 'deepest', 'condol', 'sympathi', 'peopl', 'republ', 'turkiy', 'calam']","['peopl', 'pakistan', 'express', 'deepest', 'condol', 'sympathi', 'peopl', 'republ', 'turkiy', 'calam']","['peopl', 'pakistan', 'express', 'deepest', 'condol', 'sympathi', 'peopl', 'republ', 'turkiy', 'calam']"
photo ndrf reach earthquak hit turkey india pledg quick aid,positif,photo ndrf reach earthquak hit turkey india pledg quick aid,"['photo', 'ndrf', 'reach', 'earthquak', 'hit', 'turkey', 'india', 'pledg', 'quick', 'aid']","['photo', 'ndrf', 'reach', 'earthquak', 'hit', 'turkey', 'india', 'pledg', 'quick', 'aid']","['photo', 'ndrf', 'reach', 'earthquak', 'hit', 'turkey', 'india', 'pledg', 'quick', 'aid']"
stand affect work provid support road recoveri start clear understand situationteam rubicon assess team way turkey syria earthquak,positif,stand affect work provid support road recoveri start clear understand situationteam rubicon assess team way turkey syria earthquak,"['stand', 'affect', 'work', 'provid', 'support', 'road', 'recoveri', 'start', 'clear', 'understand', 'situationteam', 'rubicon', 'assess', 'team', 'way', 'turkey', 'syria', 'earthquak']","['stand', 'affect', 'work', 'provid', 'support', 'road', 'recoveri', 'start', 'clear', 'understand', 'situationteam', 'rubicon', 'assess', 'team', 'way', 'turkey', 'syria', 'earthquak']","['stand', 'affect', 'work', 'provid', 'support', 'road', 'recoveri', 'start', 'clear', 'understand', 'situationteam', 'rubicon', 'assess', 'team', 'way', 'turkey', 'syria', 'earthquak']"
fact check old video wrongli share footag quak,positif,fact check old video wrongli share footag quak,"['fact', 'check', 'old', 'video', 'wrongli', 'share', 'footag', 'quak']","['fact', 'check', 'old', 'video', 'wrongli', 'share', 'footag', 'quak']","['fact', 'check', 'old', 'video', 'wrongli', 'share', 'footag', 'quak']"
difficult feel like care us,positif,difficult feel like care us,"['difficult', 'feel', 'like', 'care', 'us']","['difficult', 'feel', 'like', 'care', 'us']","['difficult', 'feel', 'like', 'care', 'us']"
actual rather genuin intl solidar action friend commerci donat campaign believ well human right peopl regardless,positif,actual rather genuin intl solidar action friend commerci donat campaign believ well human right peopl regardless,"['actual', 'rather', 'genuin', 'intl', 'solidar', 'action', 'friend', 'commerci', 'donat', 'campaign', 'believ', 'well', 'human', 'right', 'peopl', 'regardless']","['actual', 'rather', 'genuin', 'intl', 'solidar', 'action', 'friend', 'commerci', 'donat', 'campaign', 'believ', 'well', 'human', 'right', 'peopl', 'regardless']","['actual', 'rather', 'genuin', 'intl', 'solidar', 'action', 'friend', 'commerci', 'donat', 'campaign', 'believ', 'well', 'human', 'right', 'peopl', 'regardless']"
oper dost india send ton relief aid imag courtesi,neutral,oper dost india send ton relief aid imag courtesi,"['oper', 'dost', 'india', 'send', 'ton', 'relief', 'aid', 'imag', 'courtesi']","['oper', 'dost', 'india', 'send', 'ton', 'relief', 'aid', 'imag', 'courtesi']","['oper', 'dost', 'india', 'send', 'ton', 'relief', 'aid', 'imag', 'courtesi']"
readi support ngo help victim earthquak organis could benefit free access paediatr expert pleas regist use app,positif,readi support ngo help victim earthquak organis could benefit free access paediatr expert pleas regist use app,"['readi', 'support', 'ngo', 'help', 'victim', 'earthquak', 'organis', 'could', 'benefit', 'free', 'access', 'paediatr', 'expert', 'pleas', 'regist', 'use', 'app']","['readi', 'support', 'ngo', 'help', 'victim', 'earthquak', 'organis', 'could', 'benefit', 'free', 'access', 'paediatr', 'expert', 'pleas', 'regist', 'use', 'app']","['readi', 'support', 'ngo', 'help', 'victim', 'earthquak', 'organi', 'could', 'benefit', 'free', 'access', 'paediatr', 'expert', 'plea', 'regist', 'use', 'app']"
japan chariti send rescuer aid quak hit turkey syria,neutral,japan chariti send rescuer aid quak hit turkey syria,"['japan', 'chariti', 'send', 'rescuer', 'aid', 'quak', 'hit', 'turkey', 'syria']","['japan', 'chariti', 'send', 'rescuer', 'aid', 'quak', 'hit', 'turkey', 'syria']","['japan', 'chariti', 'send', 'rescuer', 'aid', 'quak', 'hit', 'turkey', 'syria']"
rescu medic team help victim,positif,rescu medic team help victim,"['rescu', 'medic', 'team', 'help', 'victim']","['rescu', 'medic', 'team', 'help', 'victim']","['rescu', 'medic', 'team', 'help', 'victim']"
hizbullah jamaah call solidar earthquak affect peopl,neutral,hizbullah jamaah call solidar earthquak affect peopl,"['hizbullah', 'jamaah', 'call', 'solidar', 'earthquak', 'affect', 'peopl']","['hizbullah', 'jamaah', 'call', 'solidar', 'earthquak', 'affect', 'peopl']","['hizbullah', 'jamaah', 'call', 'solidar', 'earthquak', 'affect', 'peopl']"
twitter turkey avail shut caus pe,positif,twitter turkey avail shut caus pe,"['twitter', 'turkey', 'avail', 'shut', 'caus', 'pe']","['twitter', 'turkey', 'avail', 'shut', 'caus', 'pe']","['twitter', 'turkey', 'avail', 'shut', 'cau', 'pe']"
turkish goalkeep ahmet eyup turkaslan pass away earthquak may allah swt grant jannah depart soul aameen rip,positif,turkish goalkeep ahmet eyup turkaslan pass away earthquak may allah swt grant jannah depart soul aameen rip,"['turkish', 'goalkeep', 'ahmet', 'eyup', 'turkaslan', 'pass', 'away', 'earthquak', 'may', 'allah', 'swt', 'grant', 'jannah', 'depart', 'soul', 'aameen', 'rip']","['turkish', 'goalkeep', 'ahmet', 'eyup', 'turkaslan', 'pass', 'away', 'earthquak', 'may', 'allah', 'swt', 'grant', 'jannah', 'depart', 'soul', 'aameen', 'rip']","['turkish', 'goalkeep', 'ahmet', 'eyup', 'turkaslan', 'pass', 'away', 'earthquak', 'may', 'allah', 'swt', 'grant', 'jannah', 'depart', 'soul', 'aameen', 'rip']"
internet access block pleas help lot peopl build,neutral,internet access block pleas help lot peopl build,"['internet', 'access', 'block', 'pleas', 'help', 'lot', 'peopl', 'build']","['internet', 'access', 'block', 'pleas', 'help', 'lot', 'peopl', 'build']","['internet', 'access', 'block', 'plea', 'help', 'lot', 'peopl', 'build']"
babi born earthquak rubbl name miracl hospit,neutral,babi born earthquak rubbl name miracl hospit,"['babi', 'born', 'earthquak', 'rubbl', 'name', 'miracl', 'hospit']","['babi', 'born', 'earthquak', 'rubbl', 'name', 'miracl', 'hospit']","['babi', 'born', 'earthquak', 'rubbl', 'name', 'miracl', 'hospit']"
dear thank condol kind word sympathi rkiy,positif,dear thank condol kind word sympathi rkiy,"['dear', 'thank', 'condol', 'kind', 'word', 'sympathi', 'rkiy']","['dear', 'thank', 'condol', 'kind', 'word', 'sympathi', 'rkiy']","['dear', 'thank', 'condol', 'kind', 'word', 'sympathi', 'rkiy']"
moment woman save catastroph earthquak hit turkey syria,positif,moment woman save catastroph earthquak hit turkey syria,"['moment', 'woman', 'save', 'catastroph', 'earthquak', 'hit', 'turkey', 'syria']","['moment', 'woman', 'save', 'catastroph', 'earthquak', 'hit', 'turkey', 'syria']","['moment', 'woman', 'save', 'catastroph', 'earthquak', 'hit', 'turkey', 'syria']"
absolut devast damag destruct caus peopl lost live lost love one thought prayer,negatif,absolut devast damag destruct caus peopl lost live lost love one thought prayer,"['absolut', 'devast', 'damag', 'destruct', 'caus', 'peopl', 'lost', 'live', 'lost', 'love', 'one', 'thought', 'prayer']","['absolut', 'devast', 'damag', 'destruct', 'caus', 'peopl', 'lost', 'live', 'lost', 'love', 'one', 'thought', 'prayer']","['absolut', 'devast', 'damag', 'destruct', 'cau', 'peopl', 'lost', 'live', 'lost', 'love', 'one', 'thought', 'prayer']"
thought prayer turkey syria lebanon,positif,thought prayer turkey syria lebanon,"['thought', 'prayer', 'turkey', 'syria', 'lebanon']","['thought', 'prayer', 'turkey', 'syria', 'lebanon']","['thought', 'prayer', 'turkey', 'syria', 'lebanon']"
send thought prayer peopl turkey syria affect earthquak may find comfort know world stand difficult time,neutral,send thought prayer peopl turkey syria affect earthquak may find comfort know world stand difficult time,"['send', 'thought', 'prayer', 'peopl', 'turkey', 'syria', 'affect', 'earthquak', 'may', 'find', 'comfort', 'know', 'world', 'stand', 'difficult', 'time']","['send', 'thought', 'prayer', 'peopl', 'turkey', 'syria', 'affect', 'earthquak', 'may', 'find', 'comfort', 'know', 'world', 'stand', 'difficult', 'time']","['send', 'thought', 'prayer', 'peopl', 'turkey', 'syria', 'affect', 'earthquak', 'may', 'find', 'comfort', 'know', 'world', 'stand', 'difficult', 'time']"
pray thailand,positif,pray thailand,"['pray', 'thailand']","['pray', 'thailand']","['pray', 'thailand']"
break turkey syria earthquak death toll pass 15 000 break earthquak death toll turkey 12 391 3 486 dead syria,negatif,break turkey syria earthquak death toll pass 15 000 break earthquak death toll turkey 12 391 3 486 dead syria,"['break', 'turkey', 'syria', 'earthquak', 'death', 'toll', 'pass', '15', '000', 'break', 'earthquak', 'death', 'toll', 'turkey', '12', '391', '3', '486', 'dead', 'syria']","['break', 'turkey', 'syria', 'earthquak', 'death', 'toll', 'pass', '15', '000', 'break', 'earthquak', 'death', 'toll', 'turkey', '12', '391', '3', '486', 'dead', 'syria']","['break', 'turkey', 'syria', 'earthquak', 'death', 'toll', 'pass', '15', '000', 'break', 'earthquak', 'death', 'toll', 'turkey', '12', '391', '3', '486', 'dead', 'syria']"
indian nation disast respons forc team reach commenc search rescu oper,positif,indian nation disast respons forc team reach commenc search rescu oper,"['indian', 'nation', 'disast', 'respons', 'forc', 'team', 'reach', 'commenc', 'search', 'rescu', 'oper']","['indian', 'nation', 'disast', 'respons', 'forc', 'team', 'reach', 'commenc', 'search', 'rescu', 'oper']","['indian', 'nation', 'disast', 'respon', 'forc', 'team', 'reach', 'commenc', 'search', 'rescu', 'oper']"
need electr stove coal stove earthquak zone need intern support,positif,need electr stove coal stove earthquak zone need intern support,"['need', 'electr', 'stove', 'coal', 'stove', 'earthquak', 'zone', 'need', 'intern', 'support']","['need', 'electr', 'stove', 'coal', 'stove', 'earthquak', 'zone', 'need', 'intern', 'support']","['need', 'electr', 'stove', 'coal', 'stove', 'earthquak', 'zone', 'need', 'intern', 'support']"
kind power pleas donat,positif,kind power pleas donat,"['kind', 'power', 'pleas', 'donat']","['kind', 'power', 'pleas', 'donat']","['kind', 'power', 'plea', 'donat']"
ye donat kind power pleas donat,positif,ye donat kind power pleas donat,"['ye', 'donat', 'kind', 'power', 'pleas', 'donat']","['ye', 'donat', 'kind', 'power', 'pleas', 'donat']","['ye', 'donat', 'kind', 'power', 'plea', 'donat']"
realli hard time day help want pleas contact,positif,realli hard time day help want pleas contact,"['realli', 'hard', 'time', 'day', 'help', 'want', 'pleas', 'contact']","['realli', 'hard', 'time', 'day', 'help', 'want', 'pleas', 'contact']","['realli', 'hard', 'time', 'day', 'help', 'want', 'plea', 'contact']"
mani disast zone slept car street blanket freez cold,neutral,mani disast zone slept car street blanket freez cold,"['mani', 'disast', 'zone', 'slept', 'car', 'street', 'blanket', 'freez', 'cold']","['mani', 'disast', 'zone', 'slept', 'car', 'street', 'blanket', 'freez', 'cold']","['mani', 'disast', 'zone', 'slept', 'car', 'street', 'blanket', 'freez', 'cold']"
terribl turkey syria help donat directli help provid shelter aid,positif,terribl turkey syria help donat directli help provid shelter aid,"['terribl', 'turkey', 'syria', 'help', 'donat', 'directli', 'help', 'provid', 'shelter', 'aid']","['terribl', 'turkey', 'syria', 'help', 'donat', 'directli', 'help', 'provid', 'shelter', 'aid']","['terribl', 'turkey', 'syria', 'help', 'donat', 'directli', 'help', 'provid', 'shelter', 'aid']"
kid need red suit turkey watch watch turkey,neutral,kid need red suit turkey watch watch turkey,"['kid', 'need', 'red', 'suit', 'turkey', 'watch', 'watch', 'turkey']","['kid', 'need', 'red', 'suit', 'turkey', 'watch', 'watch', 'turkey']","['kid', 'need', 'red', 'suit', 'turkey', 'watch', 'watch', 'turkey']"
spine chill visual catastroph wreckag caus megadisast turkey,neutral,spine chill visual catastroph wreckag caus megadisast turkey,"['spine', 'chill', 'visual', 'catastroph', 'wreckag', 'caus', 'megadisast', 'turkey']","['spine', 'chill', 'visual', 'catastroph', 'wreckag', 'caus', 'megadisast', 'turkey']","['spine', 'chill', 'visual', 'catastroph', 'wreckag', 'cau', 'megadisast', 'turkey']"
turkey earthquak top 5 heartbreak imag aftermath,negatif,turkey earthquak top 5 heartbreak imag aftermath,"['turkey', 'earthquak', 'top', '5', 'heartbreak', 'imag', 'aftermath']","['turkey', 'earthquak', 'top', '5', 'heartbreak', 'imag', 'aftermath']","['turkey', 'earthquak', 'top', '5', 'heartbreak', 'imag', 'aftermath']"
